Kind,Name,AvgCyclomatic,MaxCyclomatic,AvgCountLineCode,CountLineCode,RatioCommentToCode,CountLineComment,CountDeclClass,CountDeclClassMethod,CountLineCodeExe,MaxNesting
Private Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn",3,9,15,183,0.00,0,,1,108,3
Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.BigtableWriterFn",,,,15,0.00,0,,,8,0
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.checkForFailures",,,,26,0.00,0,,,19,2
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.drainCompletedElementFutures",,,,7,0.00,0,,,4,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.finishBundle",,,,46,0.00,0,,,35,3
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.handleMutationException",,,,13,0.00,0,,,8,2
Lambda Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.handleMutationException.(lambda_expr_1)",,,,10,0.00,0,,,7,0
Private Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.isDataException",,,,6,0.00,0,,,3,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.populateDisplayData",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.processElement",,,,8,0.00,0,,,5,0
Lambda Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.processElement.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.retryIndividualRecord",,,,12,0.00,0,,,7,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.startBundle",,,,14,0.00,0,,,9,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.tearDown",,,,14,0.00,0,,,8,2
Public Enum Type,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ExistingPipelineOptions",0,0,0,7,0.00,0,,0,0,0
Public Implicit Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ExistingPipelineOptions.valueOf",,,,,0.00,,,,,
Public Implicit Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ExistingPipelineOptions.values",,,,,0.00,,,,,
Public Static Abstract Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read",1,3,6,187,0.01,1,,1,97,2
Static Abstract Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.Builder",0,0,0,7,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.Builder.setBigtableConfig",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.Builder.setBigtableReadOptions",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.Builder.setServiceFactory",,,,1,0.00,0,,,0,0
Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.create",,,,13,0.08,1,,,11,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.expand",,,,13,0.00,0,,,9,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.getBigtableConfig",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.getBigtableOptions",,,,4,0.00,0,,,1,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.getBigtableReadOptions",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.getServiceFactory",,,,2,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.getTableId",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.populateDisplayData",,,,6,0.00,0,,,3,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.toBuilder",,,,1,0.00,0,,,0,0
Public Final Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.toString",,,,6,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.validate",,,,4,0.00,0,,,1,0
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.validateTableExists",,,,13,0.00,0,,,8,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withAppProfileId",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withAppProfileId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withAttemptTimeout",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withBigtableOptions",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withBigtableOptions",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withBigtableOptionsConfigurator",,,,8,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withEmulator",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withInstanceId",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withInstanceId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withKeyRange",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withKeyRanges",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withKeyRanges",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withMaxBufferElementCount",,,,10,0.00,0,,,8,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withOperationTimeout",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withProjectId",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withProjectId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withRowFilter",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withRowFilter",,,,3,0.00,0,,,1,0
Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withServiceFactory",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withTableId",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withTableId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Read.withoutValidation",,,,4,0.00,0,,,2,0
Public Static Abstract Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream",2,14,10,251,0.00,0,,1,145,2
Static Abstract Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder",0,0,0,17,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setBacklogReplicationAdjustment",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setBigtableConfig",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setChangeStreamName",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setCreateOrUpdateMetadataTable",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setEndTime",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setExistingPipelineOptions",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setMetadataTableBigtableConfig",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setMetadataTableId",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setStartTime",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setTableId",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.Builder.setValidateConfig",,,,1,0.00,0,,,0,0
Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.create",,,,9,0.00,0,,,7,0
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.createOrUpdateMetadataTable",,,,10,0.00,0,,,5,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.expand",,,,91,0.00,0,,,69,2
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getBacklogReplicationAdjustment",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getBigtableConfig",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getChangeStreamName",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getCreateOrUpdateMetadataTable",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getEndTime",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getExistingPipelineOptions",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getMetadataTableBigtableConfig",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getMetadataTableId",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getStartTime",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getTableId",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.getValidateConfig",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.toBuilder",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.validate",,,,14,0.00,0,,,9,2
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.validateAppProfile",,,,10,0.00,0,,,7,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withAppProfileId",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withBacklogReplicationAdjustment",,,,3,0.00,0,,,1,0
Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withBigtableClientOverride",,,,10,0.00,0,,,7,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withChangeStreamName",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withCreateOrUpdateMetadataTable",,,,3,0.00,0,,,1,0
Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withEndTime",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withExistingPipelineOptions",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withInstanceId",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withMetadataTableAppProfileId",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withMetadataTableInstanceId",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withMetadataTableProjectId",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withMetadataTableTableId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withProjectId",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withStartTime",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withTableId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.ReadChangeStream.withoutValidation",,,,9,0.00,0,,,7,0
Public Static Abstract Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write",1,1,6,201,0.00,1,,2,99,1
Static Abstract Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.Builder",0,0,0,9,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.Builder.setBadRecordErrorHandler",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.Builder.setBadRecordRouter",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.Builder.setBigtableConfig",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.Builder.setBigtableWriteOptions",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.Builder.setServiceFactory",,,,1,0.00,0,,,0,0
Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.create",,,,12,0.08,1,,,9,0
Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.enableBulkApiConfigurator",,,,12,0.00,0,,,6,1
Lambda Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.enableBulkApiConfigurator.(lambda_expr_1)",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.expand",,,,5,0.00,0,,,2,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.getBadRecordErrorHandler",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.getBadRecordRouter",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.getBigtableConfig",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.getBigtableOptions",,,,4,0.00,0,,,1,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.getBigtableWriteOptions",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.getServiceFactory",,,,2,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.populateDisplayData",,,,4,0.00,0,,,1,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.toBuilder",,,,1,0.00,0,,,0,0
Public Final Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.toString",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.validate",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withAppProfileId",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withAppProfileId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withAttemptTimeout",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withBigtableOptions",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withBigtableOptions",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withBigtableOptionsConfigurator",,,,9,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withEmulator",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withErrorHandler",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withFlowControl",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withInstanceId",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withInstanceId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withMaxBytesPerBatch",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withMaxElementsPerBatch",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withMaxOutstandingBytes",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withMaxOutstandingElements",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withOperationTimeout",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withProjectId",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withProjectId",,,,3,0.00,0,,,1,0
Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withServiceFactory",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withTableId",,,,6,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withTableId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withThrottlingReportTargetMs",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withThrottlingTargetMs",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withWriteResults",,,,8,0.00,0,,,6,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.Write.withoutValidation",,,,4,0.00,0,,,2,0
Public Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.WriteWithResults",2,3,12,82,0.00,0,,0,45,2
Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.WriteWithResults.WriteWithResults",,,,12,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.WriteWithResults.expand",,,,31,0.00,0,,,24,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.WriteWithResults.populateDisplayData",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.WriteWithResults.toString",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.WriteWithResults.validate",,,,4,0.00,0,,,1,0
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.WriteWithResults.validateTableExists",,,,13,0.00,0,,,8,2
Public Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.createOrUpdateReadChangeStreamMetadataTable",,,,25,0.00,0,,,18,2
Private Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.makeByteKey",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.read",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.readChangeStream",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.write",,,,3,0.00,0,,,1,0
Public Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest",1,3,14,1248,0.01,13,,8,788,2
Anonymous Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.(Anon_1)",1,1,4,9,0.00,0,,0,7,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.(Anon_1).get",,,,4,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.(Anon_1).isAccessible",,,,4,0.00,0,,,3,0
Anonymous Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.(Anon_2)",0,0,0,0,0.00,0,,0,0,0
Lambda Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Private Static Final Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.ByteStringComparator",1,1,4,6,0.00,0,,0,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.ByteStringComparator.compare",,,,4,0.00,0,,,1,0
Private Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableReader",2,2,7,25,0.00,0,,0,10,1
Public Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableReader.FailureBigtableReader",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableReader.advance",,,,8,0.00,0,,,4,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableReader.start",,,,7,0.00,0,,,3,1
Private Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableService",1,2,4,23,0.00,0,,0,6,1
Public Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableService.FailureBigtableService",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableService.close",,,,2,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableService.createReader",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableService.getSampleRowKeys",,,,7,0.00,0,,,3,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableService.openForWriting",,,,4,0.00,0,,,1,0
Private Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableWriter",2,2,6,22,0.00,0,,0,7,1
Public Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableWriter.FailureBigtableWriter",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableWriter.writeRecord",,,,8,0.00,0,,,3,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureBigtableWriter.writeSingleRecord",,,,6,0.00,0,,,2,1
Static Abstract Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions",0,0,0,15,0.00,0,,0,0,0
Static Abstract Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.Builder",0,0,0,8,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.Builder.setFailAtAdvance",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.Builder.setFailAtSplit",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.Builder.setFailAtStart",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.Builder.setFailAtWriteRecord",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.getFailAtAdvance",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.getFailAtSplit",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.getFailAtStart",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FailureOptions.getFailAtWriteRecord",,,,1,0.00,0,,,0,0
Private Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FakeBigtableReader",2,4,8,63,0.00,0,,0,32,2
Public Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FakeBigtableReader.FakeBigtableReader",,,,12,0.00,0,,,9,1
Public Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FakeBigtableReader.FakeBigtableReader",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FakeBigtableReader.advance",,,,19,0.00,0,,,13,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIOTest.FakeBigtableReader.close",,,,2,0.00,0,,,0,0
